timestamp,session,symbol,open,high,low,close,volume
2025-03-03T09:30:00-0500,2025-03-03,AURA,41.999282,42.028188,41.990458,42.015909,21823
2025-03-03T09:30:00-0500,2025-03-03,BOLT,118.507628,118.770515,118.482798,118.749569,19269
2025-03-03T09:30:00-0500,2025-03-03,CRUX,75.441352,75.609552,75.431728,75.606402,62401
2025-03-03T09:30:00-0500,2025-03-03,DUNE,23.640508,23.669366,23.624241,23.668811,57034
2025-03-03T09:30:00-0500,2025-03-03,ECHO,313.666477,315.040776,312.70081,314.860483,7161
2025-03-03T09:35:00-0500,2025-03-03,AURA,42.019593,42.0978,42.004152,42.056991,18933
2025-03-03T09:35:00-0500,2025-03-03,BOLT,118.734816,118.784363,118.533984,118.571989,15094
2025-03-03T09:35:00-0500,2025-03-03,CRUX,75.609903,75.9227,75.509422,75.884557,30807
2025-03-03T09:35:00-0500,2025-03-03,DUNE,23.662265,23.706445,23.648747,23.698537,58573
2025-03-03T09:35:00-0500,2025-03-03,ECHO,314.784341,314.81532,314.339531,314.521842,12744
2025-03-03T09:40:00-0500,2025-03-03,AURA,42.062276,42.065587,42.039578,42.050548,30639
2025-03-03T09:40:00-0500,2025-03-03,BOLT,118.531508,118.554934,118.424392,118.499894,27580
2025-03-03T09:40:00-0500,2025-03-03,CRUX,75.903089,75.923496,75.779529,75.783206,47349
2025-03-03T09:40:00-0500,2025-03-03,DUNE,23.70052,23.708414,23.684563,23.691959,108569
2025-03-03T09:40:00-0500,2025-03-03,ECHO,314.489309,315.406381,314.097301,314.66245,11874
2025-03-03T09:45:00-0500,2025-03-03,AURA,42.042563,42.092394,42.019983,42.074668,20636
2025-03-03T09:45:00-0500,2025-03-03,BOLT,118.510326,118.612021,118.42139,118.577832,11731
2025-03-03T09:45:00-0500,2025-03-03,CRUX,75.770521,75.881138,75.733968,75.8156,25389
2025-03-03T09:45:00-0500,2025-03-03,DUNE,23.698707,23.730939,23.683688,23.715262,54171
2025-03-03T09:45:00-0500,2025-03-03,ECHO,314.917852,316.32943,314.618822,315.347325,6248
2025-03-03T09:50:00-0500,2025-03-03,AURA,42.071453,42.07914,42.057915,42.061755,22099
2025-03-03T09:50:00-0500,2025-03-03,BOLT,118.587139,118.69082,118.567483,118.663936,16540
2025-03-03T09:50:00-0500,2025-03-03,CRUX,75.821754,76.013744,75.684453,75.948854,56034
2025-03-03T09:50:00-0500,2025-03-03,DUNE,23.720714,23.770583,23.675835,23.767674,75595
2025-03-03T09:50:00-0500,2025-03-03,ECHO,315.355399,315.619951,314.942428,315.225839,8061
2025-03-03T09:55:00-0500,2025-03-03,AURA,42.064254,42.076966,41.999365,42.012473,33188
2025-03-03T09:55:00-0500,2025-03-03,BOLT,118.659064,118.696284,118.566387,118.600019,30402
2025-03-03T09:55:00-0500,2025-03-03,CRUX,75.986233,75.992061,75.721228,75.736462,27080
2025-03-03T09:55:00-0500,2025-03-03,DUNE,23.771164,23.778047,23.591629,23.619013,43677
2025-03-03T09:55:00-0500,2025-03-03,ECHO,315.307657,316.212104,313.820246,314.224633,11363
2025-03-03T10:00:00-0500,2025-03-03,AURA,42.011139,42.029322,41.899096,41.916223,41269
2025-03-03T10:00:00-0500,2025-03-03,BOLT,118.612045,118.714465,118.495967,118.532013,20041
2025-03-03T10:00:00-0500,2025-03-03,CRUX,75.726136,75.77665,75.486599,75.543333,43215
2025-03-03T10:00:00-0500,2025-03-03,DUNE,23.628749,23.649566,23.44224,23.490345,65350
