timestamp,session,symbol,open,high,low,close,volume
2025-04-28T09:30:00-0400,2025-04-28,AURA,42.057744,42.161242,42.046097,42.110598,41431
2025-04-28T09:30:00-0400,2025-04-28,BOLT,118.300113,118.39683,118.239412,118.303618,13912
2025-04-28T09:30:00-0400,2025-04-28,CRUX,75.252944,75.50546,75.229039,75.420006,47481
2025-04-28T09:30:00-0400,2025-04-28,DUNE,23.853319,23.856846,23.813929,23.831651,44478
2025-04-28T09:30:00-0400,2025-04-28,ECHO,310.863049,312.196713,310.737089,311.707556,8271
2025-04-28T09:35:00-0400,2025-04-28,AURA,42.09148,42.139506,41.968134,41.980444,18347
2025-04-28T09:35:00-0400,2025-04-28,BOLT,118.312226,118.412011,118.269489,118.339792,10917
2025-04-28T09:35:00-0400,2025-04-28,CRUX,75.467197,75.634068,75.350345,75.390932,47896
2025-04-28T09:35:00-0400,2025-04-28,DUNE,23.83452,23.891897,23.720593,23.816551,55322
2025-04-28T09:35:00-0400,2025-04-28,ECHO,311.657547,312.227244,308.013158,308.077702,9851
2025-04-28T09:40:00-0400,2025-04-28,AURA,41.990226,42.176733,41.964476,42.072995,22914
2025-04-28T09:40:00-0400,2025-04-28,BOLT,118.377828,118.395915,118.21493,118.262463,14025
2025-04-28T09:40:00-0400,2025-04-28,CRUX,75.459211,75.465151,75.201811,75.399276,41764
2025-04-28T09:40:00-0400,2025-04-28,DUNE,23.818613,23.828704,23.706725,23.715309,39006
2025-04-28T09:40:00-0400,2025-04-28,ECHO,308.148336,308.643869,306.664885,306.744093,10336
2025-04-28T09:45:00-0400,2025-04-28,AURA,42.065117,42.105089,41.981898,42.038185,31607
2025-04-28T09:45:00-0400,2025-04-28,BOLT,118.25283,118.307365,118.050722,118.287313,26317
2025-04-28T09:45:00-0400,2025-04-28,CRUX,75.455999,75.570618,75.066397,75.346395,56316
2025-04-28T09:45:00-0400,2025-04-28,DUNE,23.673413,23.700781,23.650678,23.698271,52141
2025-04-28T09:45:00-0400,2025-04-28,ECHO,306.852902,307.608519,302.883272,304.506579,5949
2025-04-28T09:50:00-0400,2025-04-28,AURA,42.032504,42.119336,42.02475,42.105593,37715
2025-04-28T09:50:00-0400,2025-04-28,BOLT,118.234293,118.640534,118.152469,118.537283,13655
2025-04-28T09:50:00-0400,2025-04-28,CRUX,75.3943,75.73911,75.360411,75.681497,60588
2025-04-28T09:50:00-0400,2025-04-28,DUNE,23.681159,23.955837,23.642619,23.925754,60760
2025-04-28T09:50:00-0400,2025-04-28,ECHO,304.490145,306.902868,303.735171,306.294762,14048
2025-04-28T09:55:00-0400,2025-04-28,AURA,42.117745,42.151179,42.085128,42.094821,14822
2025-04-28T09:55:00-0400,2025-04-28,BOLT,118.557958,118.611199,118.517116,118.579421,16791
2025-04-28T09:55:00-0400,2025-04-28,CRUX,75.661965,75.999483,75.654211,75.993412,24920
2025-04-28T09:55:00-0400,2025-04-28,DUNE,23.909654,24.052672,23.838686,24.026774,61392
2025-04-28T09:55:00-0400,2025-04-28,ECHO,306.58069,308.709019,305.343408,307.109231,5733
2025-04-28T10:00:00-0400,2025-04-28,AURA,42.105168,42.144495,42.075053,42.115863,24488
2025-04-28T10:00:00-0400,2025-04-28,BOLT,118.571898,119.020112,117.92847,118.003806,14377
2025-04-28T10:00:00-0400,2025-04-28,CRUX,76.02465,76.267555,75.72644,75.766064,17481
2025-04-28T10:00:00-0400,2025-04-28,DUNE,24.017592,24.031962,23.972308,23.976114,60137
2025-04-28T10:00:00-0400,2025-04-28,ECHO,306.89872,307.207328,303.75837,304.840744,14741
2025-04-28T10:05:00-0400,2025-04-28,AURA,42.104016,42.176106,42.059499,42.146606,33630
2025-04-28T10:05:00-0400,2025-04-28,BOLT,118.0094,118.259069,117.917175,117.951987,15057
2025-04-28T10:05:00-0400,2025-04-28,CRUX,75.701441,75.739022,75.32364,75.395684,43911
2025-04-28T10:05:00-0400,2025-04-28,DUNE,23.968202,23.994829,23.908689,23.967547,70613
2025-04-28T10:05:00-0400,2025-04-28,ECHO,304.836552,307.445113,303.371698,306.071918,8561
2025-04-28T10:10:00-0400,2025-04-28,AURA,42.162932,42.266711,42.140236,42.166446,19262
2025-04-28T10:10:00-0400,2025-04-28,BOLT,117.929456,117.94285,117.786912,117.935397,17342
2025-04-28T10:10:00-0400,2025-04-28,CRUX,75.38908,75.434586,75.13211,75.277537,33698
2025-04-28T10:10:00-0400,2025-04-28,DUNE,23.979476,24.033706,23.861541,23.913015,51050
2025-04-28T10:10:00-0400,2025-04-28,ECHO,305.450318,305.649966,305.247319,305.504384,5071
2025-04-28T10:15:00-0400,2025-04-28,AURA,42.170992,42.25877,42.154744,42.257001,34035
2025-04-28T10:15:00-0400,2025-04-28,BOLT,117.988268,118.192189,117.860139,117.86119,22513
2025-04-28T10:15:00-0400,2025-04-28,CRUX,75.227167,75.247246,74.630965,74.81866,33132
2025-04-28T10:15:00-0400,2025-04-28,DUNE,23.922529,23.976839,23.855033,23.868791,26233
2025-04-28T10:15:00-0400,2025-04-28,ECHO,305.753091,306.535463,305.247013,305.541217,10392
2025-04-28T10:20:00-0400,2025-04-28,AURA,42.25819,42.288274,42.248207,42.266145,25660
2025-04-28T10:20:00-0400,2025-04-28,BOLT,117.917652,117.917728,117.60897,117.756348,18849
2025-04-28T10:20:00-0400,2025-04-28,CRUX,74.807838,74.945258,74.750606,74.89028,31033
2025-04-28T10:20:00-0400,2025-04-28,DUNE,23.855028,23.938518,23.767062,23.805842,90303
2025-04-28T10:20:00-0400,2025-04-28,ECHO,305.777828,306.182674,302.728193,303.658212,8565
2025-04-28T10:25:00-0400,2025-04-28,AURA,42.278377,42.303644,42.195671,42.197877,16156
2025-04-28T10:25:00-0400,2025-04-28,BOLT,117.811081,118.168017,117.67235,118.006807,23665
2025-04-28T10:25:00-0400,2025-04-28,CRUX,74.878364,74.884746,74.688261,74.781135,33942
2025-04-28T10:25:00-0400,2025-04-28,DUNE,23.794482,23.876723,23.776974,23.831399,81686
2025-04-28T10:25:00-0400,2025-04-28,ECHO,303.518088,304.650214,303.460095,303.573652,5672
2025-04-28T10:30:00-0400,2025-04-28,AURA,42.20547,42.275078,42.164464,42.234939,16899
2025-04-28T10:30:00-0400,2025-04-28,BOLT,118.008629,118.023971,117.884498,117.924825,24255
2025-04-28T10:30:00-0400,2025-04-28,CRUX,74.773259,74.873388,74.58867,74.843627,25998
2025-04-28T10:30:00-0400,2025-04-28,DUNE,23.814154,23.878771,23.729006,23.832342,36646
2025-04-28T10:30:00-0400,2025-04-28,ECHO,303.56468,304.603544,302.474894,304.49649,5800
